number_of_bedroom,access_to_school,access_to_hospital,access_to_market,total_sqft,loc_lat,loc_long
2,0,0,0,32.2,10.7486735,106.6449919
2,1,0,1,45.3,10.7796321,106.6471816
3,1,0,1,49,10.7990174,106.6638649
2,0,0,0,38.7,10.7524555,106.6388219
4,1,0,1,162.5,10.7610553,106.7074873
4,1,0,1,140,10.7811314,106.6351373
2,0,0,1,20.1,10.7494169,106.6406896
2,0,0,1,21.4,10.7583745,106.6525029
2,0,1,1,30.9,10.8058384,106.6800235
2,1,1,1,40.2,10.7516157,106.6656191
3,0,1,1,26.8,10.8057383,106.6841756
7,0,0,0,126.6,10.7672231,106.6632752
4,1,1,1,88,10.7973984,106.6876578
2,0,0,0,25.4,10.7460744,106.6963946
3,0,0,0,33.6,10.7876369,106.7135958
4,1,0,1,70,10.7650025,106.6780753
2,1,0,1,49.8,10.7530896,106.7022171
2,1,0,1,50,10.7610553,106.7074873
2,0,0,0,23.1,10.7642951,106.6702276
2,1,1,1,54.6,10.7697702,106.6710433
2,0,1,1,13.6,10.8057383,106.6841756
2,0,1,1,44.8,10.7939156,106.682204
4,1,0,1,38.9,10.7576228,106.7176588
3,0,0,0,31.6,10.7578668,106.6354362
3,1,0,1,41,10.7453745,106.6822786
2,0,0,0,25.5,10.7652731,106.6769625
3,1,0,1,134.1,10.7530805,106.7019667
2,0,0,0,22,10.8038885,106.6869496
2,0,0,0,22,10.8038885,106.6869496
2,0,0,1,74.1,10.7971361,106.7196625
2,1,0,1,29.7,10.7614527,106.6779722
2,1,0,1,66.1,10.7742545,106.6860921
2,1,1,1,8.8,10.7553689,106.6332881
2,1,0,1,35.1,10.8191875,106.6920252
4,0,0,0,55.3,10.7902705,106.6614385
4,1,0,1,86.8,10.763029,106.6985998
2,1,0,1,12.7,10.7461861,106.6838342
2,1,0,1,41,10.7654424,106.7012686
3,1,0,1,58.4,10.7578668,106.6354362
3,0,0,0,157,10.7959341,106.6791511
5,0,0,1,113.1,10.8057596,106.7036345
3,0,0,0,146,10.7779746,106.6813139
2,0,0,0,61.2,10.7427341,106.6393392
3,0,0,0,66.1,10.7614431,106.6523834
5,0,1,1,194.8,10.8058889,106.6784338
3,0,0,0,66.3,10.7988373,106.6826542
4,0,0,1,132.9,10.7964012,106.70033
2,1,0,1,70,10.7910353,106.7090919
2,1,0,1,49.8,10.7530896,106.7022171
5,0,0,0,107.3,10.7779746,106.6813139
5,0,0,0,107.3,10.7779746,106.6813139
2,1,0,1,107.5,10.7578459,106.6865294
2,1,0,1,26.8,10.7654424,106.7012686
2,0,0,0,71,10.7654593,106.6965888
3,1,0,1,38,10.7433935,106.6554908
2,1,0,1,89.2,10.7654424,106.7012686
3,1,0,1,54.4,10.7654424,106.7012686
2,1,0,1,23.1,10.7783568,106.6434907
3,1,0,1,126.2,10.8126728,106.7096212
3,0,1,1,50.4,10.7988373,106.6826542
2,0,0,0,21.8,10.7739309,106.6776993
2,1,0,1,15.7,10.8058384,106.6800235
2,1,1,1,27.3,10.7657376,106.6907525
8,1,0,1,183.2,10.7553565,106.719449
2,0,0,0,99.1,10.8595665,106.6921006
4,1,0,1,193,10.7654424,106.7012686
2,1,0,1,10.4,10.76241315,106.6866365
8,1,1,1,420.7,10.79155283,106.7311048
2,1,0,1,472.8,10.7534222,106.6345215
4,1,0,1,349.7,10.8416776,106.8244686
6,1,0,1,202,10.7358658,106.6230404
3,1,0,1,268.8,10.8455096,106.7870575
2,1,1,1,98.4,10.8379313,106.6523565
2,1,0,1,256.2,10.8206107,106.6394653
3,1,0,1,195.4,10.7282728,106.6072241
6,1,1,1,428.5,10.8067512,106.6034702
3,1,1,1,93,10.7564887,106.6363871
3,0,0,1,101.7,10.8783651,106.6845103
4,0,0,0,198,10.8403492,106.5996544
5,1,0,1,280,10.778017,106.6242752
2,0,0,0,211.5,10.8012812,106.6419371
16,1,1,1,315.1,10.8810356,106.7706391
3,0,0,0,122.2,10.7893937,106.6750618
18,0,0,0,384,10.7542527,106.5862899
4,1,0,1,116.4,10.8535703,106.6847429
28,0,0,1,408.5,10.8581698,106.8135475
4,1,1,1,286,10.747956,106.613701
3,1,0,1,65.5,10.8284404,106.6392641
8,1,0,1,75,10.8489663,106.7206215
5,1,0,1,219.9,10.8300283,106.7220192
1,1,0,1,287.5,10.7747437,106.6481026
22,1,1,1,523.6,10.7406721,106.7158431
4,0,0,0,253.5,10.8080953,106.7304745
5,1,0,1,358.6,10.8237555,106.7325304
4,1,0,1,438.2,10.7763104,106.769184
8,1,0,1,220.2,10.7457553,106.6237885
3,1,0,1,47.2,10.8422661,106.7570208
2,0,1,1,102.3,10.805877,106.6815741
6,0,0,1,251.6,10.8887467,106.6102118
16,1,1,1,267.2,10.7349599,106.6076953
3,1,0,0,110.4,10.8549585,106.6655136
2,1,0,1,133,10.7801587,106.7624737
2,1,0,1,133,10.7801587,106.7624737
4,1,0,1,156,10.7451485,106.7158766
4,0,0,0,200,10.8160766,106.693555
4,1,0,1,96.8,10.8474826,106.6689658
3,1,0,1,229.4,10.8292714,106.6415899
3,0,0,0,103.9,10.7862348,106.6573214
3,1,1,1,103.9,10.7862348,106.6573214
3,1,0,1,72,10.749055,106.6389559
2,1,0,1,40,10.7711818,106.6855283
3,1,0,1,200,10.8169062,106.5834676
3,1,0,1,186.6,10.7803481,106.7597088
6,1,0,1,219,10.6452144,106.7356194
3,1,0,1,200,10.8131514,106.5780256
3,1,0,1,164.4,10.7947853,106.6217612
3,0,0,0,213.3,10.7471643,106.6253266
5,1,0,1,150,10.7042447,106.729607
3,0,0,1,102.9,10.7471302,106.6532461
18,1,0,1,323.4,10.7503441,106.7326125
3,0,0,0,256.7,10.794846,106.6671096
10,1,0,1,230.2,10.7654424,106.7012686
4,1,0,1,211.2,10.8422661,106.7570208
26,0,0,0,430.1,10.7725609,106.6788057
4,0,0,1,231.9,10.8348805,106.6873587
2,1,0,1,127.2,10.7740616,106.6277285
1,1,0,1,86.2,10.7410894,106.6573748
3,0,0,1,143.5,10.8185095,106.6989478
4,1,1,1,131,10.7657047,106.6545171
3,1,0,1,200.2,10.8455096,106.7870575
3,0,0,0,108.4,10.7546238,106.6841626
4,0,0,0,41.6,10.7895656,106.6786342
9,1,0,1,270.4,10.8489663,106.7206215
10,0,0,0,484.7,10.7483784,106.6757928
3,0,0,0,186.9,10.7978669,106.5972855
8,1,1,1,174.1,10.6757496,106.6984223
3,1,0,1,198.6,10.7789263,106.6475902
2,1,1,1,382.7,10.7751759,106.6483593
3,0,0,1,127.7,10.8012428,106.7109826
2,1,0,1,70,10.749055,106.6389559
2,1,0,1,51.2,10.749055,106.6389559
2,0,0,1,230.3,10.8798889,106.7296814
3,1,0,1,119.2,10.8387845,106.6562959
1,0,0,1,203,10.7904216,106.6924542
3,0,0,0,113.9,10.7790976,106.6740219
3,1,0,1,51.2,10.749055,106.6389559
10,1,1,1,177,10.7644389,106.6451202
4,1,0,1,220,10.7663494,106.7013248
2,1,0,1,177.6,10.8670523,106.6425376
3,1,0,1,115.9,10.8443745,106.6732968
2,1,0,1,119.3,10.7812139,106.6241663
3,0,0,0,132.6,10.7284842,106.7390051
1,1,0,1,81.7,10.7540921,106.634829
3,1,1,1,61,10.7514267,106.674553
2,0,0,0,39.8,10.7686682,106.6713072
3,0,0,0,80,10.7964222,106.7070463
7,1,0,1,198.3,10.7610553,106.7074873
5,1,0,1,104,10.7654424,106.7012686
2,1,0,1,103.3,10.8810356,106.7706391
2,1,0,1,71.2,10.735876,106.6478053
3,1,0,1,58.3,10.8220042,106.6305757
6,1,0,1,145.4,10.8224657,106.7761457
4,1,0,1,266.4,10.801901,106.604118
11,1,0,1,219.8,10.8353832,106.7741704
3,0,0,0,81.7,10.7816101,106.6802073
2,1,0,1,155.6,10.7618097,106.7062463
6,1,1,1,216.8,10.827472,106.6267173
5,1,0,1,249.5,10.8414896,106.6630445
2,1,0,1,118.2,10.7802119,106.6357701
9,1,0,1,207.6,10.763029,106.6985998
4,0,0,1,121,10.8012428,106.7109826
2,0,0,0,90.3,10.8174408,106.7197323
2,0,0,0,59.2,10.8058384,106.6800235
1,0,0,0,74.6,10.749055,106.6389559
8,1,0,1,174.6,10.8243618,106.8255164
2,1,0,1,136.6,10.8152397,106.8252216
2,1,0,1,40,10.8810356,106.7706391
3,1,0,1,205.6,10.7203998,106.6102118
3,1,1,1,148,10.7282728,106.6072241
2,1,0,1,97.2,10.8254203,106.7760182
4,1,0,1,169.5,10.7439266,106.6140556
4,1,0,1,200.7,10.7568812,106.6537092
2,0,0,0,73,10.7988373,106.6826542
2,1,0,1,90,10.7451485,106.7158766
9,0,0,0,266,10.8008215,106.6891843
5,1,0,1,97.6,10.7931992,106.6911694
2,1,0,1,203.8,10.7589691,106.6842566
3,0,0,1,110,10.7892788,106.6354751
9,0,0,0,127.9,10.8351382,106.7711038
2,1,0,1,162.4,10.7844544,106.6266979
3,1,0,1,130,10.7811314,106.6351373
4,0,0,0,294.9,10.7959304,106.6569356
5,1,0,1,123.1,10.7893937,106.6750618
4,1,0,1,71.5,10.845424,106.7664221
4,0,0,1,137.7,10.7966991,106.6937418
3,1,0,1,168.7,10.7465886,106.660599
4,1,0,1,266.1,10.7465886,106.660599
2,1,1,1,203.8,10.7589691,106.6842566
1,1,0,1,61.4,10.7654424,106.7012686
4,1,0,1,70.3,10.7031726,106.5952499
3,1,0,1,44.6,10.8790268,106.6376653
14,1,0,1,51.2,10.7947853,106.6217612
3,1,0,1,62.3,10.7378901,106.648351
3,1,0,1,162.2,10.7902705,106.6614385
6,1,0,1,232.8,10.772571,106.6308499
2,1,1,1,61.8,10.7457553,106.6237885
9,1,1,1,197,10.7589257,106.6028689
4,1,0,1,40.3,10.8300283,106.7220192
3,1,0,1,169.8,10.8300283,106.7220192
5,0,0,0,125.8,10.7714939,106.677566
8,0,0,0,208.2,10.7725609,106.6788057
2,1,1,1,78.3,10.7652731,106.6769625
6,0,0,0,77.5,10.7669616,106.6420086
3,0,0,0,79.9,10.8052539,106.6819825
2,0,0,1,95.7,10.8049376,106.7182472
10,0,0,0,126.5,10.8545419,106.6618865
3,1,1,1,125.9,10.7564887,106.6363871
4,0,0,0,215.4,10.7780926,106.6658339
2,1,1,1,69.1,10.7449832,106.7050151
2,0,0,0,58.6,10.7910353,106.7090919
5,1,0,1,269.1,10.7610553,106.7074873
3,1,0,1,128.8,10.885599,106.6689676
4,1,0,1,95.8,10.7129189,106.6224876
4,1,0,1,236.1,10.8545419,106.6618865
3,0,0,0,86.3,10.8174408,106.7197323
11,0,0,0,145.6,10.745609,106.664118
7,0,0,0,129.6,10.7779746,106.6813139
4,0,0,1,83.7,10.7364232,106.635004
3,0,1,1,75.3,10.8204635,106.6770303
3,1,0,1,97.2,10.7902705,106.6614385
2,1,0,1,37,10.795558,106.7119172
4,1,1,1,122.8,10.7842261,106.7600229
2,0,0,0,100.4,10.8455989,106.7912042
2,1,1,1,126.8,10.7539615,106.6209779
2,1,0,1,148.8,10.7524555,106.6388219
3,1,0,1,120.6,10.7752303,106.6458841
3,1,0,1,120.6,10.7752303,106.6458841
2,1,0,1,137.6,10.7747437,106.6481026
3,0,0,0,235.5,10.760732,106.6510762
4,0,0,0,236.8,10.7647079,106.6509031
2,0,0,0,112.9,10.7782236,106.6617292
2,0,0,0,41.3,10.7406721,106.7356602
4,0,0,1,182.6,10.836634,106.6783376
3,1,0,1,52,10.7654424,106.7012686
4,0,0,0,91.8,10.8266703,106.6876112
5,1,1,0,91.8,10.8266703,106.6876112
9,1,0,1,122.9,10.6547502,106.7268424
4,1,0,1,190.5,10.7019057,106.6208593
1,1,0,1,103.4,10.7597838,106.5949854
2,1,0,1,72.3,10.7924337,106.6175022
3,0,0,0,133,10.7896836,106.6500711
3,1,0,1,67.7,10.8133969,106.6829727
2,1,0,1,130,10.7893937,106.6750618
2,1,0,1,92.7,10.7662029,106.6895481
2,0,0,0,74.1,10.7983497,106.6979736
3,1,0,1,134.3,10.8302,106.62662
4,1,0,0,199.7,10.7844544,106.6266979
10,1,0,1,279,10.7892788,106.6354751
1,1,1,1,121.4,10.7282728,106.6072241
3,1,0,1,202.2,10.8474826,106.6689658
3,0,0,0,99.7,10.8675888,106.5901034
3,1,0,1,179,10.8613722,106.6112428
2,1,0,1,53.6,10.8776434,106.642224
9,1,0,1,122.9,10.6547502,106.7268424
3,0,0,1,138.1,10.8808012,106.6497199
5,1,1,1,127.9,10.7452355,106.5852355
5,1,1,1,119.4,10.8455096,106.7870575
3,1,0,1,150,10.8771786,106.6536109
7,1,0,1,227.5,10.81587,106.5976867
3,0,0,1,189,10.8336485,106.7833784
3,1,0,1,196.6,10.8542112,106.7626813
2,1,0,1,64.3,10.7978669,106.5972855
9,1,1,1,147.4,10.7597838,106.5949854
3,1,1,1,134,10.6811366,106.7469762
3,1,0,1,185.1,10.7956389,106.6066999
3,0,0,1,84.5,10.8373485,106.6362851
10,1,0,1,213.1,10.7487536,106.611218
2,1,0,1,138.9,10.845985,106.6527855
4,1,1,1,176.5,10.7694645,106.6127274
2,0,0,0,107,10.8268146,106.6369184
2,1,0,1,107,10.8268146,106.6369184
4,1,0,1,164.5,10.8474826,106.6689658
2,1,1,1,61.7,10.8459405,106.6757878
3,1,0,1,153.4,10.7614082,106.6242819
4,1,1,1,153.4,10.7614082,106.6242819
3,1,0,1,100,10.7086888,106.7342406
4,1,1,1,84.2,10.8314037,106.6685344
2,1,0,1,69.1,10.7534222,106.6345215
4,1,0,1,190.1,10.7534222,106.6345215
2,1,0,1,112.3,10.7534222,106.6345215
12,1,0,1,202,10.8316809,106.6924736
2,1,0,1,90.4,10.8308859,106.6874859
2,1,1,1,114.1,10.7251178,106.7282506
12,1,0,1,81.1,10.7251178,106.7282506
3,1,1,1,114.1,10.7251178,106.7282506
4,1,1,1,181.1,10.7854672,106.645595
2,1,1,1,120,10.7751005,106.6481991
2,1,0,1,173,10.794853,106.6615202
3,1,1,1,90.8,10.7498,106.7340175
3,0,0,0,71.2,10.8049553,106.6800468
2,1,1,1,114.6,10.7478734,106.7181619
2,0,0,0,90,10.7642808,106.670165
6,0,0,0,198,10.7460744,106.6963946
4,0,0,0,30,10.7671042,106.6764627
4,1,1,1,106.1,10.7779746,106.6813139
1,1,0,1,96.3,10.7555226,106.7027869
2,1,0,0,37.7,10.7812343,106.7026503
4,1,0,1,90.6,10.8251882,106.7647327
2,1,1,1,65,10.78767315,106.6594436
2,1,0,1,79.8,10.8763752,106.5990396
1,0,0,1,31.3,10.749055,106.6389559
3,1,0,1,169.4,10.7770851,106.6403651
4,1,1,1,203,10.7200389,106.7001786
2,1,0,1,164.2,10.8052565,106.6969985
2,1,1,1,64.8,10.8810356,106.7706391
2,1,0,1,62.7,10.8373485,106.6362851
3,1,0,1,125.9,10.7811314,106.6351373
4,0,0,0,44,10.749055,106.6389559
3,1,0,1,108.4,10.794853,106.6615202
2,0,0,0,32.8,10.7642808,106.670165
2,1,1,1,53.6,10.7932029,106.6902032
2,1,0,1,87.8,10.7641902,106.6953627
2,1,0,1,77.7,10.7578668,106.6354362
2,0,0,1,131.6,10.8670523,106.6425376
12,1,1,1,266.8,10.8390218,106.6754637
2,1,0,1,81.1,10.8422661,106.7570208
2,0,0,0,113.3,10.764065,106.6662397
2,1,1,1,70,10.8542112,106.7626813
3,1,0,1,143.2,10.8430374,106.6371653
3,1,0,1,143.2,10.8430374,106.6371653
2,1,0,1,70.5,10.7812139,106.6241663
1,0,0,0,123.1,10.7736176,106.6614007
3,1,0,0,86.9,10.7834318,106.6711445
2,1,0,1,49.6,10.7609437,106.7003993
4,1,0,1,98.8,10.8518876,106.7454564
2,1,0,1,120,10.7464918,106.6899604
5,1,0,1,179.7,10.7954868,106.6716112
2,0,0,1,128.6,10.8308859,106.6874859
3,1,0,1,142,10.7983497,106.6979736
3,1,0,1,134.1,10.8424098,106.6622345
2,1,0,1,49.6,10.7654424,106.7012686
3,1,0,1,139.6,10.8603511,106.6675572
4,1,0,1,130,10.885599,106.6689676
3,1,0,1,111,10.7917144,106.7978593
3,1,0,1,90.2,10.8595665,106.6921006
2,1,1,1,46,10.8379313,106.6523565
2,0,0,0,162.4,10.7595704,106.6671516
2,0,0,0,104.5,10.8012428,106.7109826
2,0,0,0,104.2,10.7964222,106.7070463
4,1,0,0,116,10.7330671,106.6374811
4,1,0,1,177.5,10.7517747,106.6409703
3,1,0,1,106.2,10.7466218,106.651297
3,1,1,1,140.2,10.8542112,106.7626813
3,1,0,1,128.5,10.8263439,106.8068663
3,1,0,1,90.3,10.8798889,106.7296814
3,1,0,1,172.3,10.8422661,106.7570208
6,0,0,1,152,10.755047,106.6294483
3,1,1,1,113.6,10.8329184,106.6687999
2,0,0,0,88.5,10.7796321,106.6471816
3,1,0,1,43.2,10.7686813,106.6481404
3,1,1,1,126.2,10.7692528,106.6518268
4,0,0,0,284.7,10.7589972,106.6570789
4,0,0,0,69.5,10.8057383,106.6841756
3,0,0,0,83.8,10.7779746,106.6813139
3,0,0,1,163.4,10.763029,106.6985998
2,1,0,0,55.5,10.8424098,106.6622345
3,1,0,1,76.3,10.782844,106.6267533
3,1,0,1,106.9,10.7476401,106.6690615
3,0,1,1,73.3,10.7973984,106.6876578
5,0,0,1,98.6,10.8012428,106.7109826
3,1,0,1,59,10.8670523,106.6425376
2,1,0,1,149.4,10.7072148,106.6232619
1,0,1,0,63.5,10.7031726,106.5952499
4,1,0,1,201.3,10.8670523,106.6425376
2,0,0,1,64.7,10.8385063,106.6779522
3,1,0,1,44.2,10.7745444,106.6479139
4,0,0,0,200,10.7990174,106.6638649
2,0,0,0,31.5,10.7985705,106.6875652
3,0,0,0,70.3,10.7985705,106.6875652
2,0,0,0,243.2,10.768868,106.6718349
2,0,0,1,243.2,10.768868,106.6718349
3,1,0,1,106.2,10.7460744,106.6963946
3,0,0,0,60.5,10.7816101,106.6802073
2,0,0,0,92,10.7465886,106.660599
4,1,0,1,127.7,10.7906174,106.6069467
3,1,1,1,96.6,10.755047,106.6294483
3,1,1,1,93.5,10.7403871,106.705425
3,1,1,1,40.8,10.749055,106.6389559
2,1,0,1,79.7,10.7815826,106.6158997
3,1,0,1,159.4,10.7364232,106.635004
4,1,0,1,144.9,10.8303029,106.6375345
5,1,0,1,149.7,10.8231815,106.6357684
3,1,0,1,90.5,10.7984322,106.6316667
4,1,0,1,154,10.8314037,106.6685344
2,1,0,1,53.4,10.7251178,106.7282506
4,0,0,1,155.6,10.7635655,106.6472477
1,0,0,0,66.9,10.8009799,106.6578764
3,0,0,0,51.7,10.78767315,106.6594436
2,0,0,0,35.6,10.7669004,106.6909019
2,1,1,1,35.6,10.7669004,106.6909019
2,0,0,0,78.3,10.7519064,106.6409359
3,1,0,1,71,10.8619204,106.671229
2,1,0,1,40.2,10.7458802,106.6428698
2,1,0,1,37.2,10.7509552,106.6533193
4,1,0,1,132.5,10.7671042,106.6764627
2,0,0,0,58.4,10.7796321,106.6471816
1,1,0,1,51.2,10.7751759,106.6483593
2,0,0,0,100.2,10.8774266,106.6001655
3,1,0,1,132.7,10.8518876,106.7454564
4,1,0,1,101.6,10.8422661,106.7570208
1,1,0,1,120.3,10.8135769,106.6258158
3,1,1,1,99.9,10.7453777,106.6207432
2,1,0,1,64.1,10.7540921,106.634829
3,0,0,0,99.7,10.7482858,106.6494255
2,0,0,0,57,10.8221765,106.6832511
3,1,0,0,113.9,10.7752303,106.6458841
2,1,0,1,86.4,10.7789263,106.6475902
2,1,0,1,237.4,10.7745444,106.6479139
3,1,0,1,126.7,10.782727,106.6587985
3,1,0,0,149.9,10.8015277,106.6894466
2,0,0,0,223.8,10.7812343,106.7026503
3,0,0,0,107.8,10.8808012,106.6497199
3,1,0,1,149.2,10.7359407,106.6337732
2,1,0,1,42.1,10.787979,106.6463149
2,1,0,1,85.4,10.885599,106.6689676
6,0,0,0,86.2,10.8373485,106.6362851
4,1,0,1,213.3,10.8426119,106.6426925
1,1,0,1,98.7,10.7168899,106.6306292
2,1,0,1,96,10.7752404,106.6476646
2,1,0,1,160.5,10.7752404,106.6476646
4,0,1,1,71.1,10.805877,106.6815741
2,1,0,1,120.9,10.7610553,106.7074873
2,1,0,1,80,10.8128209,106.6240969
3,1,0,1,164,10.7691633,106.7860907
1,0,0,1,53.3,10.8019802,106.7009264
3,1,1,1,141.9,10.8810356,106.7706391
3,1,1,1,79.5,10.7647079,106.6509031
2,0,0,1,52,10.8846887,106.8345234
2,1,1,1,119.3,10.8018348,106.8143212
2,1,0,1,142,10.7917144,106.7978593
2,0,0,1,46.2,10.8351122,106.6396031
3,0,0,1,48,10.7471643,106.6253266
3,1,0,1,154.1,10.7844544,106.6266979
3,1,0,1,139.1,10.7553689,106.6332881
4,1,0,1,210,10.7427341,106.6393392
2,1,1,1,59.4,10.7578668,106.6354362
6,0,0,1,135.8,10.749055,106.6389559
3,1,0,1,81.2,10.8300283,106.7220192
2,1,1,1,143.3,10.7496481,106.6423525
5,1,0,1,106.1,10.8212075,106.6767595
2,1,0,1,105.1,10.7577824,106.6584223
2,0,0,1,65.5,10.8078219,106.7034522
2,0,0,0,109,10.7988373,106.6826542
3,1,0,1,130.5,10.7518495,106.7210763
2,1,1,1,122.6,10.7503393,106.7196387
4,1,0,1,127.6,10.7492033,106.7101568
3,1,0,1,80.4,10.7688283,106.6987969
3,0,0,1,115.4,10.8070099,106.698952
2,1,0,1,56.4,10.7464918,106.6899604
3,1,1,1,98.5,10.7436305,106.62145
1,1,1,1,194.3,10.7711818,106.6855283
2,1,0,1,104.8,10.8008264,106.6277018
2,1,0,1,44.8,10.86065,106.7557976
4,1,1,1,111.6,10.7694645,106.6127274
3,1,0,1,118.7,10.7790986,106.624253
2,1,0,1,102.3,10.7503126,106.6307561
3,1,0,1,66.9,10.7544681,106.6318508
4,0,0,0,169,10.8012812,106.6419371
2,1,0,1,109.7,10.7990174,106.6638649
3,1,1,1,78.9,10.7598479,106.6574752
2,1,0,1,72,10.7931992,106.6911694
2,1,0,1,128.8,10.8670523,106.6425376
3,1,0,1,150,10.7917144,106.7978593
2,1,0,1,68.7,10.8691221,106.6459661
3,0,0,0,186.8,10.7871829,106.6641052
2,1,0,1,33.9,10.7518495,106.7210763
4,1,0,1,134.8,10.8755144,106.6362271
2,1,1,1,118,10.8798889,106.7296814
4,1,1,1,98.1,10.7553868,106.5964843
3,1,0,1,118.9,10.8540577,106.6588906
5,1,0,1,192.7,10.8595665,106.6921006
3,1,0,1,66.4,10.8435958,106.6493725
1,1,0,1,28.3,10.8117972,106.6214832
1,1,1,1,129.4,10.7694645,106.6127274
2,0,0,1,78,10.7463425,106.6288498
3,1,0,1,64.8,10.7847065,106.6269418
1,1,1,1,71.2,10.7578668,106.6354362
3,1,0,1,123.8,10.7564887,106.6363871
3,0,0,0,137.1,10.7802119,106.6357701
3,1,1,1,153.1,10.7929413,106.6444288
4,1,1,1,146.3,10.7550551,106.6462745
3,1,0,1,161.5,10.7421734,106.6559274
2,0,0,1,76.6,10.8226675,106.6932056
1,0,0,0,43.9,10.7692528,106.6518268
2,1,0,1,109.1,10.7802551,106.6553491
2,1,0,1,124.2,10.794853,106.6615202
2,0,1,1,71.4,10.8025582,106.68183
2,0,1,1,52.3,10.7529516,106.6686042
2,0,0,1,70.9,10.8052565,106.6969985
4,0,0,0,160,10.7867852,106.6736726
3,1,0,1,78,10.7931992,106.6911694
2,1,0,1,72.1,10.7261887,106.6201799
3,1,0,1,127.5,10.7917144,106.7978593
2,0,0,0,84.6,10.8376694,106.6406771
4,1,0,0,118.8,10.7835162,106.6122714
2,0,0,0,111.4,10.796826,106.649493
2,1,1,1,117.7,10.7675389,106.7039988
1,1,0,1,165.1,10.789428,106.6264746
3,1,0,1,81.1,10.835689,106.6812423
3,0,0,0,109.1,10.7453745,106.6822786
2,1,0,1,138.7,10.749055,106.6389559
5,0,0,0,91.9,10.7464918,106.6899604
2,1,1,1,44.3,10.7611474,106.6079607
3,0,0,0,78.4,10.7487536,106.611218
4,1,0,1,226,10.8220042,106.6305757
2,1,0,1,72,10.8183476,106.6328307
5,0,0,0,252.2,10.7844544,106.6266979
4,1,0,1,161.4,10.7847065,106.6269418
3,1,0,1,47.2,10.7364232,106.635004
5,1,1,1,257.7,10.7416129,106.6387368
2,0,1,1,66.5,10.7918939,106.6722005
2,0,1,1,66.5,10.7918939,106.6722005
3,1,0,1,124.5,10.7833773,106.616706
2,1,1,1,90.1,10.7251178,106.7282506
3,0,0,0,101,10.7679526,106.6695817
4,1,0,1,146.6,10.827472,106.6267173
3,1,0,1,109.9,10.7884519,106.6210243
3,0,1,1,155.5,10.749055,106.6389559
2,1,0,1,102.2,10.742641,106.6683801
4,1,1,1,184.8,10.7956389,106.6066999
3,1,0,1,73.2,10.8364962,106.658359
4,1,0,1,188.9,10.7855631,106.6336147
3,1,0,1,130.2,10.7867852,106.6736726
2,1,0,1,135.4,10.872203,106.6521511
3,1,0,1,118.1,10.7956389,106.6066999
3,1,0,1,59.8,10.7983505,106.5608132
3,0,0,0,96.9,10.8846923,106.6177654
2,1,0,1,86.6,10.8692727,106.6196416
3,1,0,1,87.6,10.7597392,106.5750077
5,1,0,1,110.3,10.8790268,106.6376653
2,0,0,1,95.8,10.8790268,106.6376653
4,0,0,0,181.6,10.8790268,106.6376653
2,1,1,1,130,10.8047073,106.8172969
4,1,0,1,84.7,10.8403492,106.5996544
3,1,0,1,58,10.885599,106.6689676
3,0,0,0,129.9,10.885599,106.6689676
4,0,0,1,192.2,10.8771786,106.6536109
3,1,1,1,150,10.8798889,106.7296814
3,0,0,0,170,10.8139762,106.5942042
3,1,1,1,162.9,10.8139762,106.5942042
3,1,1,1,86.6,10.8009122,106.5903318
3,1,0,1,109.6,10.8661099,106.6394274
4,1,0,1,129,10.8600016,106.6308725
2,1,0,1,129.9,10.8691221,106.6459661
3,1,0,1,118.9,10.8691221,106.6459661
3,1,0,1,52,10.8670523,106.6425376
2,1,0,1,113.2,10.8670523,106.6425376
3,1,1,1,134.2,10.8018245,106.5921879
3,1,0,1,148.3,10.7900983,106.5922112
3,1,1,1,150.6,10.7969092,106.594908
3,1,1,1,145.7,10.7969092,106.594908
8,1,0,1,240,10.8360269,106.7829133
4,1,0,1,157.5,10.8305097,106.611896
2,1,0,1,67.6,10.7978669,106.5972855
4,1,1,1,52.5,10.7597838,106.5949854
3,1,0,1,85,10.7597838,106.5949854
3,1,0,1,88,10.7597838,106.5949854
3,1,0,1,93.8,10.7597838,106.5949854
2,1,1,1,92,10.7840578,106.5966524
3,1,0,1,97,10.6811366,106.7469762
4,1,0,1,72.8,10.8061518,106.602158
3,1,1,1,136.3,10.8061518,106.602158
4,1,0,1,127.6,10.8001856,106.600618
4,1,0,1,116.4,10.854171,106.754119
2,1,1,1,75.9,10.801901,106.604118
4,1,0,1,129.6,10.801901,106.604118
3,1,1,1,118.4,10.7849601,106.6003993
2,1,1,1,84.1,10.7849601,106.6003993
4,1,1,1,163.3,10.7849601,106.6003993
3,1,1,1,81.4,10.7872011,106.6013057
3,1,1,1,154.2,10.8000407,106.6043474
1,1,1,1,80.2,10.7825021,106.6020215
3,1,1,1,80.2,10.7809791,106.6024503
3,1,1,1,164.7,10.7258675,106.6134379
4,1,1,1,103.3,10.7689538,106.6021101
2,1,0,1,88,10.6757496,106.6984223
2,1,0,1,114.9,10.7956389,106.6066999
3,1,0,1,99.8,10.7956389,106.6066999
6,1,1,1,114.4,10.7956389,106.6066999
3,1,0,1,111.4,10.8430374,106.6371653
7,1,0,1,172.8,10.8430374,106.6371653
3,1,0,1,136.5,10.8603511,106.6675572
3,0,0,1,136.5,10.8603511,106.6675572
3,1,1,1,129.2,10.8416731,106.6359469
3,1,0,1,95.4,10.8416731,106.6359469
